#,title,videoUrl,videoId,publishedAt,position
95,mod12lec93,https://www.youtube.com/watch?v=uQrNHSPrjwI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=95,uQrNHSPrjwI,2020-03-31T10:16:12Z,94
96,mod12lec94,https://www.youtube.com/watch?v=s_Tw452OEhs&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=96,s_Tw452OEhs,2020-03-31T10:16:12Z,95
97,mod12lec95,https://www.youtube.com/watch?v=ZOP0sIH3PEA&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=97,ZOP0sIH3PEA,2020-03-31T10:16:12Z,96
98,mod12lec96,https://www.youtube.com/watch?v=XkLpV5lNbw0&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=98,XkLpV5lNbw0,2020-03-31T10:16:12Z,97
99,Cloud Computing - Overview,https://www.youtube.com/watch?v=NzZXz3fJf6o&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=99,NzZXz3fJf6o,2017-08-22T14:10:06Z,98
100,Cloud Computing - Overview (contd..),https://www.youtube.com/watch?v=SqG-b5E9vHs&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=100,SqG-b5E9vHs,2017-08-22T14:10:08Z,99
101,Cloud Computing - Introduction,https://www.youtube.com/watch?v=lOh2x-UACaU&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=101,lOh2x-UACaU,2017-08-22T14:10:10Z,100
102,Cloud Computing Architecture,https://www.youtube.com/watch?v=fZ3D6HQrWzs&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=102,fZ3D6HQrWzs,2017-08-22T14:10:10Z,101
103,Cloud Computing Architecture (contd..),https://www.youtube.com/watch?v=57X6frOmwn0&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=103,57X6frOmwn0,2017-08-22T14:10:11Z,102
104,Cloud Computing Architecture - Deployment Models,https://www.youtube.com/watch?v=4xrYN2Ecmas&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=104,4xrYN2Ecmas,2017-08-24T12:27:27Z,103
105,Cloud Computing Virtualization,https://www.youtube.com/watch?v=R4spydpBbYk&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=105,R4spydpBbYk,2017-08-24T12:27:29Z,104
106,Cloud Computing XML Basics,https://www.youtube.com/watch?v=u6q_hD73qwM&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=106,u6q_hD73qwM,2017-08-24T12:27:31Z,105
107,Cloud Computing XML Basics II,https://www.youtube.com/watch?v=S6REPwyWoxE&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=107,S6REPwyWoxE,2017-08-24T12:27:32Z,106
108,"Cloud Computing Web Services, Service Oriented Architecture",https://www.youtube.com/watch?v=GtJGB1WxRW8&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=108,GtJGB1WxRW8,2017-08-24T12:27:33Z,107
109,Service Level Agreement,https://www.youtube.com/watch?v=9Btb72NZwg4&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=109,9Btb72NZwg4,2017-08-24T13:49:55Z,108
110,Cloud Economics,https://www.youtube.com/watch?v=HmQhz0DPF9g&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=110,HmQhz0DPF9g,2017-08-24T13:49:57Z,109
111,Managing Data,https://www.youtube.com/watch?v=Dr6MSqRFaZQ&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=111,Dr6MSqRFaZQ,2017-08-24T13:49:58Z,110
112,Introduction to MapReduce,https://www.youtube.com/watch?v=XWNEhv-b2PM&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=112,XWNEhv-b2PM,2017-08-24T13:50:01Z,111
113,Open Stack,https://www.youtube.com/watch?v=R4CUs7I9Irs&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=113,R4CUs7I9Irs,2017-08-24T13:50:02Z,112
114,Cloud Computing Demo - Microsoft Azure,https://www.youtube.com/watch?v=jOhZ80XbymI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=114,jOhZ80XbymI,2017-09-04T10:44:13Z,113
115,Cloud Computing Case Study with a Commercial Cloud-Microsoft Azure,https://www.youtube.com/watch?v=Mkuf4pTqIdU&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=115,Mkuf4pTqIdU,2017-09-04T10:44:09Z,114
116,Cloud Computing Opensource Cloud-Openstack Demo,https://www.youtube.com/watch?v=ATFu-VUrogE&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=116,ATFu-VUrogE,2017-09-06T07:55:34Z,115
117,Cloud Computing Case Study - Google Cloud Platform (GCP),https://www.youtube.com/watch?v=FYjXsXdbZTo&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=117,FYjXsXdbZTo,2017-09-06T07:55:37Z,116
118,Cloud Computing Demo - Google Cloud Platform (GCP),https://www.youtube.com/watch?v=XTW3ujxnndo&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=118,XTW3ujxnndo,2017-09-06T07:55:41Z,117
119,Cloud Computing Opensource Cloud-Openstack Demo,https://www.youtube.com/watch?v=TOOSVsxEIpo&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=119,TOOSVsxEIpo,2017-09-06T12:35:16Z,118
120,Lecture 21: SLA-Tutorial,https://www.youtube.com/watch?v=AvL3bY9tUwI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=120,AvL3bY9tUwI,2017-09-08T12:35:14Z,119
121,Lecture 22: Economics Tutorial,https://www.youtube.com/watch?v=JiNgg2dfBhU&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=121,JiNgg2dfBhU,2017-09-08T12:35:16Z,120
122,Lecture 23: MapReduce-Tutorial,https://www.youtube.com/watch?v=ENYSofxVJ1U&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=122,ENYSofxVJ1U,2017-09-08T12:35:17Z,121
123,Lecture 24: Resource Management - I,https://www.youtube.com/watch?v=Imj8L-po4kw&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=123,Imj8L-po4kw,2017-09-08T12:35:19Z,122
124,Lecture 25: Resource Management-II,https://www.youtube.com/watch?v=M38DDZvr-YI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=124,M38DDZvr-YI,2017-09-08T12:35:20Z,123
125,Cloud Computing Security I,https://www.youtube.com/watch?v=LcAPj95KeSA&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=125,LcAPj95KeSA,2017-09-20T15:24:25Z,124
126,Cloud Computing Security II,https://www.youtube.com/watch?v=5QxzlIESCG4&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=126,5QxzlIESCG4,2017-09-20T15:24:27Z,125
127,Cloud Computing Security III,https://www.youtube.com/watch?v=KOH13vkv6VU&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=127,KOH13vkv6VU,2017-09-20T15:24:28Z,126
128,Cloud Computing Security Issues in Collaborative SaaS Cloud,https://www.youtube.com/watch?v=fNRRV1EczGI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=128,fNRRV1EczGI,2017-09-20T15:24:30Z,127
129,Cloud Computing Broker for Cloud Marketplace,https://www.youtube.com/watch?v=RKhKbcntWOg&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=129,RKhKbcntWOg,2017-09-20T15:24:30Z,128
130,Mobile Cloud Computing -I,https://www.youtube.com/watch?v=MavppiPIaZc&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=130,MavppiPIaZc,2017-09-22T08:22:53Z,129
131,Mobile Cloud Computing -II,https://www.youtube.com/watch?v=D2GLd8RU8vY&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=131,D2GLd8RU8vY,2017-09-22T08:23:39Z,130
132,Fog Computing-I,https://www.youtube.com/watch?v=cvPjM8NN_mw&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=132,cvPjM8NN_mw,2017-09-22T08:23:46Z,131
133,Fog Computing-II,https://www.youtube.com/watch?v=XJtFgzn4ug8&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=133,XJtFgzn4ug8,2017-09-22T08:23:09Z,132
134,Use Case-Geo-spatial Cloud,https://www.youtube.com/watch?v=2djVEM3g0Ig&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=134,2djVEM3g0Ig,2017-09-22T08:29:20Z,133
135,Sensor Cloud Computing,https://www.youtube.com/watch?v=Bs83bva2KvQ&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=135,Bs83bva2KvQ,2017-10-06T07:14:40Z,134
136,Green Cloud,https://www.youtube.com/watch?v=3KricvCicss&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=136,3KricvCicss,2017-10-06T07:14:39Z,135
137,Introduction to DOCKER Container,https://www.youtube.com/watch?v=ImKcT5G7HaQ&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=137,ImKcT5G7HaQ,2017-10-06T07:14:37Z,136
138,IoT Cloud,https://www.youtube.com/watch?v=gIPdoP8t1lY&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=138,gIPdoP8t1lY,2017-10-06T07:14:41Z,137
139,Course Summary and Research Areas,https://www.youtube.com/watch?v=JaNLJty-SwI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=139,JaNLJty-SwI,2017-10-06T07:14:42Z,138
140,noc19-cs33 Lecture 1-Introduction to Big Data,https://www.youtube.com/watch?v=rvJgArru8dI&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=140,rvJgArru8dI,2019-01-24T10:26:32Z,139
141,noc19-cs33 Lecture 2-Big Data Enabling Technologies,https://www.youtube.com/watch?v=S5_MB0fFmLo&list=PL0zUXo6SWohzMAJnC1OkwA8hQEoTYp043&index=141,S5_MB0fFmLo,2019-01-24T10:24:34Z,140
